series_id,timestamp,target
sku-01,2019-01-01,197.0
sku-01,2019-02-01,214.0
sku-01,2019-03-01,219.0
sku-01,2019-04-01,232.0
sku-01,2019-05-01,222.0
sku-01,2019-06-01,224.0
sku-01,2019-07-01,205.0
sku-01,2019-08-01,193.0
sku-01,2019-09-01,179.0
sku-01,2019-10-01,184.0
sku-01,2019-11-01,188.0
sku-01,2019-12-01,200.0
sku-01,2020-01-01,199.0
sku-01,2020-02-01,215.0
sku-01,2020-03-01,220.0
sku-01,2020-04-01,231.0
sku-01,2020-05-01,230.0
sku-01,2020-06-01,216.0
sku-01,2020-07-01,211.0
sku-01,2020-08-01,191.0
sku-01,2020-09-01,192.0
sku-01,2020-10-01,191.0
sku-01,2020-11-01,201.0
sku-01,2020-12-01,201.0
sku-01,2021-01-01,212.0
sku-01,2021-02-01,231.0
sku-01,2021-03-01,242.0
sku-01,2021-04-01,244.0
sku-01,2021-05-01,224.0
sku-01,2021-06-01,222.0
sku-01,2021-07-01,213.0
sku-01,2021-08-01,214.0
sku-01,2021-09-01,199.0
sku-01,2021-10-01,185.0
sku-01,2021-11-01,201.0
sku-01,2021-12-01,201.0
sku-01,2022-01-01,226.0
sku-01,2022-02-01,223.0
sku-01,2022-03-01,243.0
sku-01,2022-04-01,250.0
sku-01,2022-05-01,242.0
sku-01,2022-06-01,237.0
sku-01,2022-07-01,205.0
sku-01,2022-08-01,225.0
sku-01,2022-09-01,208.0
sku-01,2022-10-01,206.0
sku-01,2022-11-01,205.0
sku-01,2022-12-01,201.0
sku-01,2023-01-01,230.0
sku-01,2023-02-01,246.0
sku-01,2023-03-01,251.0
sku-01,2023-04-01,249.0
sku-01,2023-05-01,239.0
sku-01,2023-06-01,242.0
sku-01,2023-07-01,227.0
sku-01,2023-08-01,231.0
sku-01,2023-09-01,201.0
sku-01,2023-10-01,201.0
sku-01,2023-11-01,214.0
sku-01,2023-12-01,221.0
sku-01,2024-01-01,232.0
sku-01,2024-02-01,239.0
sku-01,2024-03-01,251.0
sku-01,2024-04-01,252.0
sku-01,2024-05-01,254.0
sku-01,2024-06-01,262.0
sku-01,2024-07-01,248.0
sku-01,2024-08-01,230.0
sku-01,2024-09-01,236.0
sku-01,2024-10-01,221.0
sku-01,2024-11-01,222.0
sku-01,2024-12-01,225.0
sku-01,2025-01-01,254.0
sku-01,2025-02-01,250.0
sku-01,2025-03-01,267.0
sku-01,2025-04-01,270.0
sku-01,2025-05-01,264.0
sku-01,2025-06-01,254.0
sku-01,2025-07-01,226.0
sku-01,2025-08-01,234.0
sku-01,2025-09-01,221.0
sku-01,2025-10-01,238.0
sku-01,2025-11-01,210.0
sku-01,2025-12-01,236.0
sku-02,2019-01-01,267.0
sku-02,2019-02-01,281.0
sku-02,2019-03-01,270.0
sku-02,2019-04-01,269.0
sku-02,2019-05-01,266.0
sku-02,2019-06-01,237.0
sku-02,2019-07-01,245.0
sku-02,2019-08-01,227.0
sku-02,2019-09-01,244.0
sku-02,2019-10-01,239.0
sku-02,2019-11-01,263.0
sku-02,2019-12-01,288.0
sku-02,2020-01-01,288.0
sku-02,2020-02-01,319.0
sku-02,2020-03-01,296.0
sku-02,2020-04-01,283.0
sku-02,2020-05-01,276.0
sku-02,2020-06-01,252.0
sku-02,2020-07-01,212.0
sku-02,2020-08-01,245.0
sku-02,2020-09-01,253.0
sku-02,2020-10-01,253.0
sku-02,2020-11-01,257.0
sku-02,2020-12-01,277.0
sku-02,2021-01-01,287.0
sku-02,2021-02-01,293.0
sku-02,2021-03-01,288.0
sku-02,2021-04-01,286.0
sku-02,2021-05-01,276.0
sku-02,2021-06-01,245.0
sku-02,2021-07-01,233.0
sku-02,2021-08-01,230.0
sku-02,2021-09-01,223.0
sku-02,2021-10-01,237.0
sku-02,2021-11-01,276.0
sku-02,2021-12-01,293.0
sku-02,2022-01-01,302.0
sku-02,2022-02-01,296.0
sku-02,2022-03-01,295.0
sku-02,2022-04-01,273.0
sku-02,2022-05-01,261.0
sku-02,2022-06-01,257.0
sku-02,2022-07-01,259.0
sku-02,2022-08-01,260.0
sku-02,2022-09-01,253.0
sku-02,2022-10-01,259.0
sku-02,2022-11-01,273.0
sku-02,2022-12-01,294.0
sku-02,2023-01-01,286.0
sku-02,2023-02-01,319.0
sku-02,2023-03-01,307.0
sku-02,2023-04-01,304.0
sku-02,2023-05-01,275.0
sku-02,2023-06-01,269.0
sku-02,2023-07-01,235.0
sku-02,2023-08-01,243.0
sku-02,2023-09-01,254.0
sku-02,2023-10-01,265.0
sku-02,2023-11-01,295.0
sku-02,2023-12-01,313.0
sku-02,2024-01-01,328.0
sku-02,2024-02-01,313.0
sku-02,2024-03-01,318.0
sku-02,2024-04-01,280.0
sku-02,2024-05-01,287.0
sku-02,2024-06-01,285.0
sku-02,2024-07-01,253.0
sku-02,2024-08-01,244.0
sku-02,2024-09-01,265.0
sku-02,2024-10-01,253.0
sku-02,2024-11-01,287.0
sku-02,2024-12-01,305.0
sku-02,2025-01-01,333.0
sku-02,2025-02-01,319.0
sku-02,2025-03-01,312.0
sku-02,2025-04-01,292.0
sku-02,2025-05-01,288.0
sku-02,2025-06-01,273.0
sku-02,2025-07-01,248.0
sku-02,2025-08-01,258.0
sku-02,2025-09-01,273.0
sku-02,2025-10-01,265.0
sku-02,2025-11-01,305.0
sku-02,2025-12-01,304.0
sku-03,2019-01-01,361.0
sku-03,2019-02-01,351.0
sku-03,2019-03-01,312.0
sku-03,2019-04-01,296.0
sku-03,2019-05-01,306.0
sku-03,2019-06-01,278.0
sku-03,2019-07-01,294.0
sku-03,2019-08-01,298.0
sku-03,2019-09-01,323.0
sku-03,2019-10-01,373.0
sku-03,2019-11-01,349.0
sku-03,2019-12-01,370.0
sku-03,2020-01-01,343.0
sku-03,2020-02-01,361.0
sku-03,2020-03-01,351.0
sku-03,2020-04-01,311.0
sku-03,2020-05-01,295.0
sku-03,2020-06-01,305.0
sku-03,2020-07-01,300.0
sku-03,2020-08-01,309.0
sku-03,2020-09-01,346.0
sku-03,2020-10-01,343.0
sku-03,2020-11-01,410.0
sku-03,2020-12-01,381.0
sku-03,2021-01-01,373.0
sku-03,2021-02-01,365.0
sku-03,2021-03-01,322.0
sku-03,2021-04-01,327.0
sku-03,2021-05-01,325.0
sku-03,2021-06-01,289.0
sku-03,2021-07-01,319.0
sku-03,2021-08-01,329.0
sku-03,2021-09-01,338.0
sku-03,2021-10-01,361.0
sku-03,2021-11-01,378.0
sku-03,2021-12-01,398.0
sku-03,2022-01-01,377.0
sku-03,2022-02-01,353.0
sku-03,2022-03-01,348.0
sku-03,2022-04-01,312.0
sku-03,2022-05-01,329.0
sku-03,2022-06-01,290.0
sku-03,2022-07-01,303.0
sku-03,2022-08-01,312.0
sku-03,2022-09-01,350.0
sku-03,2022-10-01,365.0
sku-03,2022-11-01,365.0
sku-03,2022-12-01,383.0
sku-03,2023-01-01,374.0
sku-03,2023-02-01,371.0
sku-03,2023-03-01,384.0
sku-03,2023-04-01,324.0
sku-03,2023-05-01,342.0
sku-03,2023-06-01,315.0
sku-03,2023-07-01,345.0
sku-03,2023-08-01,352.0
sku-03,2023-09-01,360.0
sku-03,2023-10-01,397.0
sku-03,2023-11-01,400.0
sku-03,2023-12-01,398.0
sku-03,2024-01-01,413.0
sku-03,2024-02-01,391.0
sku-03,2024-03-01,373.0
sku-03,2024-04-01,332.0
sku-03,2024-05-01,324.0
sku-03,2024-06-01,340.0
sku-03,2024-07-01,341.0
sku-03,2024-08-01,364.0
sku-03,2024-09-01,358.0
sku-03,2024-10-01,386.0
sku-03,2024-11-01,396.0
sku-03,2024-12-01,413.0
sku-03,2025-01-01,426.0
sku-03,2025-02-01,405.0
sku-03,2025-03-01,363.0
sku-03,2025-04-01,355.0
sku-03,2025-05-01,354.0
sku-03,2025-06-01,326.0
sku-03,2025-07-01,338.0
sku-03,2025-08-01,368.0
sku-03,2025-09-01,391.0
sku-03,2025-10-01,418.0
sku-03,2025-11-01,418.0
sku-03,2025-12-01,409.0
sku-04,2019-01-01,365.0
sku-04,2019-02-01,369.0
sku-04,2019-03-01,340.0
sku-04,2019-04-01,319.0
sku-04,2019-05-01,351.0
sku-04,2019-06-01,359.0
sku-04,2019-07-01,385.0
sku-04,2019-08-01,441.0
sku-04,2019-09-01,432.0
sku-04,2019-10-01,421.0
sku-04,2019-11-01,414.0
sku-04,2019-12-01,410.0
sku-04,2020-01-01,378.0
sku-04,2020-02-01,352.0
sku-04,2020-03-01,356.0
sku-04,2020-04-01,341.0
sku-04,2020-05-01,345.0
sku-04,2020-06-01,353.0
sku-04,2020-07-01,398.0
sku-04,2020-08-01,366.0
sku-04,2020-09-01,438.0
sku-04,2020-10-01,428.0
sku-04,2020-11-01,444.0
sku-04,2020-12-01,433.0
sku-04,2021-01-01,374.0
sku-04,2021-02-01,381.0
sku-04,2021-03-01,364.0
sku-04,2021-04-01,336.0
sku-04,2021-05-01,372.0
sku-04,2021-06-01,394.0
sku-04,2021-07-01,395.0
sku-04,2021-08-01,445.0
sku-04,2021-09-01,441.0
sku-04,2021-10-01,440.0
sku-04,2021-11-01,443.0
sku-04,2021-12-01,424.0
sku-04,2022-01-01,413.0
sku-04,2022-02-01,392.0
sku-04,2022-03-01,361.0
sku-04,2022-04-01,348.0
sku-04,2022-05-01,386.0
sku-04,2022-06-01,384.0
sku-04,2022-07-01,416.0
sku-04,2022-08-01,434.0
sku-04,2022-09-01,452.0
sku-04,2022-10-01,438.0
sku-04,2022-11-01,456.0
sku-04,2022-12-01,457.0
sku-04,2023-01-01,436.0
sku-04,2023-02-01,399.0
sku-04,2023-03-01,391.0
sku-04,2023-04-01,402.0
sku-04,2023-05-01,392.0
sku-04,2023-06-01,410.0
sku-04,2023-07-01,408.0
sku-04,2023-08-01,452.0
sku-04,2023-09-01,498.0
sku-04,2023-10-01,463.0
sku-04,2023-11-01,464.0
sku-04,2023-12-01,435.0
sku-04,2024-01-01,424.0
sku-04,2024-02-01,413.0
sku-04,2024-03-01,373.0
sku-04,2024-04-01,364.0
sku-04,2024-05-01,377.0
sku-04,2024-06-01,429.0
sku-04,2024-07-01,448.0
sku-04,2024-08-01,455.0
sku-04,2024-09-01,466.0
sku-04,2024-10-01,478.0
sku-04,2024-11-01,482.0
sku-04,2024-12-01,483.0
sku-04,2025-01-01,417.0
sku-04,2025-02-01,418.0
sku-04,2025-03-01,378.0
sku-04,2025-04-01,400.0
sku-04,2025-05-01,421.0
sku-04,2025-06-01,396.0
sku-04,2025-07-01,432.0
sku-04,2025-08-01,463.0
sku-04,2025-09-01,507.0
sku-04,2025-10-01,478.0
sku-04,2025-11-01,482.0
sku-04,2025-12-01,455.0
sku-05,2019-01-01,396.0
sku-05,2019-02-01,416.0
sku-05,2019-03-01,405.0
sku-05,2019-04-01,417.0
sku-05,2019-05-01,453.0
sku-05,2019-06-01,468.0
sku-05,2019-07-01,521.0
sku-05,2019-08-01,474.0
sku-05,2019-09-01,471.0
sku-05,2019-10-01,466.0
sku-05,2019-11-01,430.0
sku-05,2019-12-01,412.0
sku-05,2020-01-01,420.0
sku-05,2020-02-01,377.0
sku-05,2020-03-01,410.0
sku-05,2020-04-01,438.0
sku-05,2020-05-01,430.0
sku-05,2020-06-01,469.0
sku-05,2020-07-01,497.0
sku-05,2020-08-01,498.0
sku-05,2020-09-01,463.0
sku-05,2020-10-01,461.0
sku-05,2020-11-01,452.0
sku-05,2020-12-01,418.0
sku-05,2021-01-01,379.0
sku-05,2021-02-01,393.0
sku-05,2021-03-01,387.0
sku-05,2021-04-01,426.0
sku-05,2021-05-01,478.0
sku-05,2021-06-01,472.0
sku-05,2021-07-01,503.0
sku-05,2021-08-01,479.0
sku-05,2021-09-01,494.0
sku-05,2021-10-01,468.0
sku-05,2021-11-01,435.0
sku-05,2021-12-01,453.0
sku-05,2022-01-01,380.0
sku-05,2022-02-01,368.0
sku-05,2022-03-01,398.0
sku-05,2022-04-01,460.0
sku-05,2022-05-01,460.0
sku-05,2022-06-01,474.0
sku-05,2022-07-01,481.0
sku-05,2022-08-01,489.0
sku-05,2022-09-01,473.0
sku-05,2022-10-01,485.0
sku-05,2022-11-01,451.0
sku-05,2022-12-01,417.0
sku-05,2023-01-01,394.0
sku-05,2023-02-01,412.0
sku-05,2023-03-01,404.0
sku-05,2023-04-01,409.0
sku-05,2023-05-01,451.0
sku-05,2023-06-01,466.0
sku-05,2023-07-01,485.0
sku-05,2023-08-01,499.0
sku-05,2023-09-01,521.0
sku-05,2023-10-01,504.0
sku-05,2023-11-01,451.0
sku-05,2023-12-01,427.0
sku-05,2024-01-01,445.0
sku-05,2024-02-01,408.0
sku-05,2024-03-01,412.0
sku-05,2024-04-01,402.0
sku-05,2024-05-01,468.0
sku-05,2024-06-01,494.0
sku-05,2024-07-01,494.0
sku-05,2024-08-01,549.0
sku-05,2024-09-01,543.0
sku-05,2024-10-01,510.0
sku-05,2024-11-01,463.0
sku-05,2024-12-01,421.0
sku-05,2025-01-01,392.0
sku-05,2025-02-01,415.0
sku-05,2025-03-01,372.0
sku-05,2025-04-01,421.0
sku-05,2025-05-01,465.0
sku-05,2025-06-01,474.0
sku-05,2025-07-01,477.0
sku-05,2025-08-01,532.0
sku-05,2025-09-01,513.0
sku-05,2025-10-01,469.0
sku-05,2025-11-01,454.0
sku-05,2025-12-01,435.0
sku-06,2019-01-01,414.0
sku-06,2019-02-01,489.0
sku-06,2019-03-01,512.0
sku-06,2019-04-01,540.0
sku-06,2019-05-01,585.0
sku-06,2019-06-01,569.0
sku-06,2019-07-01,563.0
sku-06,2019-08-01,541.0
sku-06,2019-09-01,494.0
sku-06,2019-10-01,490.0
sku-06,2019-11-01,471.0
sku-06,2019-12-01,430.0
sku-06,2020-01-01,431.0
sku-06,2020-02-01,507.0
sku-06,2020-03-01,526.0
sku-06,2020-04-01,571.0
sku-06,2020-05-01,554.0
sku-06,2020-06-01,498.0
sku-06,2020-07-01,570.0
sku-06,2020-08-01,545.0
sku-06,2020-09-01,531.0
sku-06,2020-10-01,504.0
sku-06,2020-11-01,499.0
sku-06,2020-12-01,464.0
sku-06,2021-01-01,502.0
sku-06,2021-02-01,482.0
sku-06,2021-03-01,493.0
sku-06,2021-04-01,549.0
sku-06,2021-05-01,538.0
sku-06,2021-06-01,610.0
sku-06,2021-07-01,583.0
sku-06,2021-08-01,567.0
sku-06,2021-09-01,526.0
sku-06,2021-10-01,503.0
sku-06,2021-11-01,492.0
sku-06,2021-12-01,444.0
sku-06,2022-01-01,503.0
sku-06,2022-02-01,503.0
sku-06,2022-03-01,535.0
sku-06,2022-04-01,578.0
sku-06,2022-05-01,570.0
sku-06,2022-06-01,584.0
sku-06,2022-07-01,587.0
sku-06,2022-08-01,559.0
sku-06,2022-09-01,550.0
sku-06,2022-10-01,528.0
sku-06,2022-11-01,473.0
sku-06,2022-12-01,455.0
sku-06,2023-01-01,469.0
sku-06,2023-02-01,540.0
sku-06,2023-03-01,548.0
sku-06,2023-04-01,540.0
sku-06,2023-05-01,642.0
sku-06,2023-06-01,582.0
sku-06,2023-07-01,609.0
sku-06,2023-08-01,571.0
sku-06,2023-09-01,583.0
sku-06,2023-10-01,516.0
sku-06,2023-11-01,520.0
sku-06,2023-12-01,500.0
sku-06,2024-01-01,502.0
sku-06,2024-02-01,528.0
sku-06,2024-03-01,555.0
sku-06,2024-04-01,579.0
sku-06,2024-05-01,591.0
sku-06,2024-06-01,611.0
sku-06,2024-07-01,630.0
sku-06,2024-08-01,608.0
sku-06,2024-09-01,544.0
sku-06,2024-10-01,543.0
sku-06,2024-11-01,502.0
sku-06,2024-12-01,483.0
sku-06,2025-01-01,529.0
sku-06,2025-02-01,549.0
sku-06,2025-03-01,564.0
sku-06,2025-04-01,582.0
sku-06,2025-05-01,619.0
sku-06,2025-06-01,616.0
sku-06,2025-07-01,582.0
sku-06,2025-08-01,592.0
sku-06,2025-09-01,554.0
sku-06,2025-10-01,547.0
sku-06,2025-11-01,473.0
sku-06,2025-12-01,536.0
