timestamp,open,close,high,low
2010-01-01,100.0,100.67515186398364,101.67515186398364,99.0
2010-02-01,100.67515186398364,101.17240067866396,102.17240067866396,99.67515186398364
2010-03-01,101.17240067866396,101.43029828286812,102.43029828286812,100.17240067866396
2010-04-01,101.43029828286812,101.24433717761457,102.43029828286812,100.24433717761457
2010-05-01,101.24433717761457,100.84974316787121,102.24433717761457,99.84974316787121
2010-06-01,100.84974316787121,101.08002964318126,102.08002964318126,99.84974316787121
2010-07-01,101.08002964318126,98.94451168433446,102.08002964318126,97.94451168433446
2010-08-01,98.94451168433446,98.416015195139,99.94451168433446,97.416015195139
2010-09-01,98.416015195139,98.15509587270395,99.416015195139,97.15509587270395
2010-10-01,98.15509587270395,100.17323679009074,101.17323679009074,97.15509587270395
2010-11-01,100.17323679009074,99.9130652207431,101.17323679009074,98.9130652207431
2010-12-01,99.9130652207431,98.7526365010423,100.9130652207431,97.7526365010423
2011-01-01,98.7526365010423,99.60323360727702,100.60323360727702,97.7526365010423
2011-02-01,99.60323360727702,100.15199986500454,101.15199986500454,98.60323360727702
2011-03-01,100.15199986500454,100.18935471320329,101.18935471320329,99.15199986500454
2011-04-01,100.18935471320329,101.32175458159088,102.32175458159088,99.18935471320329
2011-05-01,101.32175458159088,101.78779102188524,102.78779102188524,100.32175458159088
2011-06-01,101.78779102188524,101.22108143196476,102.78779102188524,100.22108143196476
2011-07-01,101.22108143196476,101.05971967948453,102.22108143196476,100.05971967948453
2011-08-01,101.05971967948453,103.26073424860553,104.26073424860553,100.05971967948453
2011-09-01,103.26073424860553,104.39517261976356,105.39517261976356,102.26073424860553
2011-10-01,104.39517261976356,104.5534370805442,105.5534370805442,103.39517261976356
2011-11-01,104.5534370805442,103.4948746033111,105.5534370805442,102.4948746033111
2011-12-01,103.4948746033111,103.01183150326469,104.4948746033111,102.01183150326469
2012-01-01,103.01183150326469,103.50147530547356,104.50147530547356,102.01183150326469
2012-02-01,103.50147530547356,103.05861124722276,104.50147530547356,102.05861124722276
2012-03-01,103.05861124722276,103.58786652445713,104.58786652445713,102.05861124722276
2012-04-01,103.58786652445713,104.28355965135694,105.28355965135694,102.58786652445713
2012-05-01,104.28355965135694,103.93859001866312,105.28355965135694,102.93859001866312
2012-06-01,103.93859001866312,104.15799291523221,105.15799291523221,102.93859001866312
2012-07-01,104.15799291523221,102.467151702092,105.15799291523221,101.467151702092
2012-08-01,102.467151702092,101.4395268931997,103.467151702092,100.4395268931997
2012-09-01,101.4395268931997,103.10351939083763,104.10351939083763,100.4395268931997
