timestamp,control,control_2,control_3,treated
2010-01-01,100.74414938987499,80.27402379592453,45.563096232871395,103.424373418615
2010-02-01,100.95158081842318,82.45249275459729,49.49148600683907,106.26946836015472
2010-03-01,100.78472511952943,79.3387263361306,47.75839264623869,104.7285919878349
2010-04-01,100.74455518641858,82.16530603609343,47.57684456209139,106.09081245741648
2010-05-01,100.47811122222521,81.7933704193746,52.433237168814244,104.96642168094158
2010-06-01,100.05649416784908,79.44330957206454,46.18197200934112,105.5228176651821
2010-07-01,100.04411395971438,80.66676701000354,47.64022296888766,102.2353795385452
2010-08-01,101.93415452743761,80.1540086153148,48.46990350204352,106.10264479299734
2010-09-01,101.6003426203832,81.42485255519166,45.611530199511634,105.6219951746772
2010-10-01,101.43018012215089,81.28287974383245,50.3475418459936,105.40175812415418
2010-11-01,100.9963099076894,81.07813171636988,50.5572228576238,107.59552794603891
2010-12-01,101.99072861001565,80.81099559821219,56.00577895566887,105.67459684207513
2011-01-01,100.18325630270884,78.58325027453265,47.970078213877585,103.2604644549188
2011-02-01,102.59247930916551,81.48953087744192,52.03730964246323,105.60518480146762
2011-03-01,101.67354713005959,81.18737277813676,53.073338346725016,105.76942914405335
2011-04-01,101.47170831886089,80.2007561351835,51.90421336322791,105.71727844247292
2011-05-01,100.435736336024,80.24437252333247,46.63086813176466,103.4697151060131
2011-06-01,101.38860374646355,81.43387841737122,49.07298905626624,105.96225533676554
2011-07-01,102.78553810281916,80.49192606087868,52.312879687670765,105.61802226688012
2011-08-01,102.31959082164214,80.57284720604724,53.37769991505125,106.69474351628527
2011-09-01,102.56456321839853,79.50780994666206,46.58555863448733,105.52653082667538
2011-10-01,102.74657706415182,80.84164931106514,48.19024604970642,106.49769502880412
2011-11-01,102.31691125106683,81.46397025978953,50.570845318322185,106.10873840477475
2011-12-01,101.43169935894122,79.94330658350133,52.7947319308438,106.70918183732849
2012-01-01,103.23795284506336,81.68682116054535,44.714120367918085,106.10187490847616
2012-02-01,103.03685718875158,82.86455893262044,48.78681965783138,107.55758762297735
2012-03-01,102.28442773579262,80.20169947853533,51.92467735096963,104.93633875129208
2012-04-01,102.74864646891821,77.95921489413293,49.3371208671242,103.47456222964689
2012-05-01,105.39879005596582,82.13169528935404,50.60973375114612,108.4240925005945
2012-06-01,103.22993658139777,78.68736912255238,50.277611228980554,106.908322521297
2012-07-01,102.34300778528825,81.8624136344152,48.766666321542395,106.71254420540286
2012-08-01,103.6124259496774,81.67066881761141,52.144292084242906,108.03360877567772
2012-09-01,101.75762278612613,81.30394289993951,52.20177404415694,104.08726047343299
2012-10-01,104.14571544249999,80.99808367403395,49.5574514615083,106.81335532085384
2012-11-01,102.41252913204265,80.33232037977042,50.889445970913236,104.65229522063187
2012-12-01,102.92378741507065,81.22911401045151,52.876803331397085,105.51884689958335
2013-01-01,103.91877600036497,81.46736387055242,52.976846243898294,108.66454054342476
2013-02-01,102.98996887788812,81.64892283791352,50.74308111450652,105.85706292703917
2013-03-01,106.11536578595192,81.09283861320476,40.22347010531581,107.33945195774686
2013-04-01,104.60396576418647,80.76565284690304,46.22384204586734,106.9067222464107
2013-05-01,104.93958577315604,82.48971633842767,48.9479192273874,107.73562921346675
2013-06-01,105.09142423496843,83.03863914276161,48.013221862981375,108.31375119857559
2013-07-01,103.81488642820311,83.20383535126302,53.80753909107173,107.90607835613906
2013-08-01,105.11532638023326,82.64171213289956,44.75530610330206,107.64428185304844
2013-09-01,106.132086764438,84.45668687294285,51.88647724730953,110.03938983982371
2013-10-01,103.73706319277348,81.4076471576467,49.989148452057584,108.11840573469158
2013-11-01,104.19790795352186,80.30419369557507,49.58057549055929,107.29627860508263
2013-12-01,105.02098633269586,82.32207430453371,52.89934279768673,109.12067196594478
