timestamp,target
2010-01-01,41.28856733071471
2010-02-01,41.7542620979743
2010-03-01,49.55238033902821
2010-04-01,48.942993217949066
2010-05-01,45.43832150639061
2010-06-01,48.36066419406223
2010-07-01,35.69451849540031
2010-08-01,36.39767940833791
2010-09-01,51.224490320551375
2010-10-01,33.987952819376936
2010-11-01,33.35669663848151
2010-12-01,35.84268376812342
2011-01-01,36.17781505210983
2011-02-01,47.501579716418625
2011-03-01,47.26780690247536
2011-04-01,47.99253231075246
2011-05-01,45.9413115021761
2011-06-01,60.270052677657624
2011-07-01,43.464142485270514
2011-08-01,36.754003270034126
2011-09-01,36.441351413585274
2011-10-01,36.328156965759355
2011-11-01,33.07660744300104
2011-12-01,33.08557072070754
2012-01-01,45.04903574254863
2012-02-01,50.38884954848189
2012-03-01,65.70545846486633
2012-04-01,51.51630237950042
2012-05-01,52.93042883503101
2012-06-01,47.343360240601434
2012-07-01,43.50812941352323
2012-08-01,39.58076336929028
2012-09-01,32.06829876844823
2012-10-01,31.966956900460666
2012-11-01,37.18043427546646
2012-12-01,55.11664589320683
2013-01-01,44.891523265372356
2013-02-01,42.63866209634955
2013-03-01,53.529725053504414
2013-04-01,54.06543449451515
2013-05-01,52.122062556336054
2013-06-01,48.71553137401943
2013-07-01,44.46299851998681
2013-08-01,38.12323585674689
2013-09-01,53.47545040068795
2013-10-01,40.19605973134429
2013-11-01,37.43825988830527
2013-12-01,39.13867833236871
2014-01-01,46.38499707395677
2014-02-01,47.60407164523535
2014-03-01,52.08777737516078
2014-04-01,52.62241617902802
2014-05-01,52.049836278810076
2014-06-01,63.81183198287234
2014-07-01,45.51099932564949
2014-08-01,41.538746350401205
2014-09-01,38.069971281573196
2014-10-01,38.49775128719282
2014-11-01,40.77908776680161
2014-12-01,39.67617638924237
2015-01-01,45.32267062279839
2015-02-01,50.58783468404861
2015-03-01,68.76989962784373
2015-04-01,59.34662188418022
2015-05-01,54.280160268441485
2015-06-01,52.23255787670889
2015-07-01,48.4776947344751
2015-08-01,45.19066260609054
2015-09-01,40.88208963948558
2015-10-01,40.7958301675011
2015-11-01,40.02208930231628
2015-12-01,57.26386176426695
2016-01-01,45.562606595998375
2016-02-01,50.571134275165214
2016-03-01,55.96062439482621
2016-04-01,57.42246071294167
2016-05-01,54.16883633204813
2016-06-01,53.95248804345565
2016-07-01,49.012521995133675
2016-08-01,43.48702777533992
2016-09-01,54.07416198960381
2016-10-01,37.59491365596641
2016-11-01,39.916143877998095
2016-12-01,42.92595544193104
2017-01-01,50.07812946460556
2017-02-01,53.51759580160859
2017-03-01,52.9941907182268
2017-04-01,56.318235850201596
2017-05-01,54.26170207476835
2017-06-01,70.0448988234404
2017-07-01,47.60174537911264
2017-08-01,41.94671071712897
2017-09-01,41.74565018896614
2017-10-01,41.523879292098734
2017-11-01,42.78510613699777
2017-12-01,44.64976246661778
2018-01-01,49.49532046341574
2018-02-01,53.79956615001321
2018-03-01,73.3685280837331
2018-04-01,59.85018557770903
2018-05-01,55.78420293090273
2018-06-01,53.59696967933036
2018-07-01,51.881020502780956
2018-08-01,47.70790166316415
2018-09-01,41.62489305718045
2018-10-01,40.610741224188125
2018-11-01,45.2705237870156
2018-12-01,59.85969926186346
2019-01-01,50.8091792736892
2019-02-01,57.46513752937299
2019-03-01,54.24738752126494
2019-04-01,61.180293691695894
2019-05-01,60.43694853410844
2019-06-01,51.226801890218454
2019-07-01,50.034732312488934
2019-08-01,47.4830128310894
2019-09-01,62.266779562634056
2019-10-01,43.87832440176014
2019-11-01,43.54584161040416
2019-12-01,52.91170626853797
2020-01-01,54.40273201660274
2020-02-01,55.83439719867764
2020-03-01,59.428613794395325
2020-04-01,59.30277513968703
2020-05-01,57.04995104068563
2020-06-01,71.7712533984529
2020-07-01,51.69472342180643
2020-08-01,45.865556759769056
2020-09-01,42.20945614053218
2020-10-01,41.36342424167723
2020-11-01,45.859939997968326
2020-12-01,47.311170633556685
2021-01-01,52.48347780403487
2021-02-01,59.40492358264537
2021-03-01,59.142036356441196
2021-04-01,62.005439165646614
2021-05-01,57.18787613287029
2021-06-01,54.72133923750603
2021-07-01,54.159492291723
2021-08-01,51.1534991572095
2021-09-01,50.45986905036992
2021-10-01,46.833365487892166
2021-11-01,46.647486877683036
2021-12-01,47.950266283779044
