timestamp,sales,spend_a,spend_b
2010-01-01,115.02680737327707,27.16614196105104,15.221277014690449
2010-02-01,130.13504115741856,82.36459933834914,21.74900467102381
2010-03-01,131.5697672818511,9.778112428409402,75.15984307701906
2010-04-01,134.83167410265284,65.63950705249232,10.605407265850708
2010-05-01,139.5299279131358,83.5514377828626,2.575962542487087
2010-06-01,135.45854588982453,81.81850131410721,44.233631757694745
2010-07-01,126.72940609063478,81.54539572641096,3.8116240134512402
2010-08-01,127.4303826609005,15.230561649243901,55.65635424940825
2010-09-01,116.6563780042167,14.514990753904232,41.449068552508734
2010-10-01,117.77968560757398,20.991818861843782,30.931862259884923
2010-11-01,128.82983155177848,93.20849393761254,73.07869251532662
2010-12-01,132.13011202175292,70.83289055564829,43.600948751693
2011-01-01,129.8229577938283,10.793693337938471,42.46341863552164
2011-02-01,129.0418819445031,10.131209079915182,50.947137274519335
2011-03-01,125.12041054881142,0.3424599796568728,33.64487242613763
2011-04-01,142.3811050810291,94.80859822281471,59.38510329705785
2011-05-01,141.75642484308332,79.82820279113571,44.81420222873891
2011-06-01,130.58331482389417,39.79627599956774,0.8575530895380368
2011-07-01,126.71263458765026,11.662769944757711,39.23929362076392
2011-08-01,124.795503670018,40.276987392373556,27.12420915500922
2011-09-01,123.72611346094949,72.79040090838433,18.541538708316388
2011-10-01,119.2398829338085,61.901860253030314,26.715295047504675
2011-11-01,120.88783316197443,11.236327647403332,41.075762526701354
2011-12-01,124.12814880332895,21.068061369042425,29.065779131618676
2012-01-01,130.83737448078602,86.15068820106526,33.02731812802495
2012-02-01,138.41833682563393,47.95944468149411,60.53702825039311
2012-03-01,137.49886936902863,41.75435463756059,41.898370087165645
2012-04-01,142.04857438402283,61.826975021658356,65.35353789929437
2012-05-01,144.95482889434987,99.79373895579288,72.54470090142027
2012-06-01,136.18002953512266,40.23374382392648,16.98876904295045
2012-07-01,134.37261763377563,92.3412588244266,14.13579371401215
2012-08-01,132.39079577077533,82.37952945504327,41.07265279910671
2012-09-01,127.97288652774327,23.23859008353747,46.34755852977559
2012-10-01,123.79408281530483,78.32970379836476,54.04937815443521
2012-11-01,129.18680577124766,70.77674148545746,36.19434074729985
2012-12-01,129.91588439425888,16.990699540206055,56.95273932679786
2013-01-01,128.64283356914086,12.770082626336244,57.85454638750111
2013-02-01,139.46122720994697,97.01463809440712,49.2291933492615
2013-03-01,143.78596170205293,49.27229137029245,29.90970129373779
2013-04-01,138.70887391814745,38.48172062697134,22.419895143517657
2013-05-01,139.8666310828376,47.128542943085435,67.53974619088085
2013-06-01,137.98932331312756,56.764949729129945,28.966348839616884
2013-07-01,133.18882745123835,12.151983980118775,71.78137130807065
2013-08-01,129.74651982917644,41.21595987155949,52.230551539008026
2013-09-01,122.47483207718689,32.368026827250176,49.32333732417635
2013-10-01,121.40216116505226,21.452414633931493,41.458861028368474
2013-11-01,125.4597546770447,49.09736331703153,53.09223672389565
2013-12-01,129.54834647653527,24.564847628694352,61.26648635863981
2014-01-01,136.00343164290052,91.70932247645752,44.89860487710602
2014-02-01,137.7257562260726,31.851151715536872,16.252092726582834
2014-03-01,136.38326615236218,13.221481153610014,20.069826712159326
2014-04-01,132.01866261686402,10.891629189340168,7.151613484219013
2014-05-01,142.64363813083003,76.7349227596244,42.980533365880405
2014-06-01,138.67803653283386,64.22470661540125,60.27890142466254
2014-07-01,131.44042514760315,15.202003565970623,45.486578455989545
2014-08-01,128.40649541962128,44.570530667099426,11.236652014900823
2014-09-01,124.40931529505094,18.62688378924554,77.06296490052463
2014-10-01,119.95414696776486,5.386809389354108,26.12336945992307
2014-11-01,129.88149945620668,99.60582308107455,51.01416797116567
2014-12-01,129.28004127621557,4.867692172170591,54.07205891000964
2015-01-01,131.78819515089137,45.43484630032236,7.6924005056667255
2015-02-01,129.37044798374282,9.745363738014179,13.666757653473471
2015-03-01,140.21714649540812,74.20527709361801,75.0157781354229
2015-04-01,146.844035912262,89.2270747512685,56.13448300306782
2015-05-01,143.50062606161757,87.84412227559548,11.820895547574723
2015-06-01,143.47722447368747,79.8648636362542,47.761343683488946
2015-07-01,140.86202080243788,45.07599343148521,52.23348250256262
2015-08-01,130.36511239783252,41.67830327695934,32.673486371146524
2015-09-01,122.74263374671018,39.63000356043974,7.652742081404655
2015-10-01,128.37845023109392,66.62443632920666,75.12812109121134
2015-11-01,130.2321196366751,20.680295805158188,56.561970791116096
2015-12-01,133.33200884734484,47.196508208850595,77.20873851965207
2016-01-01,137.8224108372984,26.74655572617458,73.95406930762077
2016-02-01,140.5775837303225,15.595204964893583,65.52102590878584
2016-03-01,140.54251968469598,22.985295214120892,38.65921112939222
2016-04-01,137.65541339169368,5.685684903150223,48.700766459943495
2016-05-01,129.47761758458347,13.500989431372767,40.12341781730004
2016-06-01,140.70953447697772,45.654395858415285,45.945920216139044
2016-07-01,128.79108586189128,28.804531958214596,19.579034125515975
2016-08-01,129.37889483002846,20.90948326024512,59.112323388463054
2016-09-01,129.62027776212605,87.03066624951556,3.7034885837128595
2016-10-01,127.05747221029532,7.037358365638601,54.18035036328354
2016-11-01,130.35732191635708,62.916499682690876,38.5887840991436
2016-12-01,131.17341152225845,46.63144812029819,46.63312297754399
2017-01-01,129.82425237794004,2.35521077984181,16.44810743318662
2017-02-01,136.0785877002294,16.732087649866013,58.2859174297412
2017-03-01,139.03317342136492,14.667710295826097,53.96702752207873
2017-04-01,135.6221873766534,3.2395493356638716,61.730079449460746
2017-05-01,132.78181173875,4.0219897758986605,70.86899223138235
2017-06-01,141.98682465455218,54.0743591979072,47.223092817495484
2017-07-01,141.13553605828227,95.19859963232939,29.566690326436913
2017-08-01,145.3283850477814,85.65971632953487,53.77918984403902
2017-09-01,133.7475335353681,22.452793077950652,57.35306493050106
2017-10-01,125.7759502953099,45.5213238742297,4.900870213174571
2017-11-01,131.44857870978524,53.65510815062069,72.234332062503
2017-12-01,130.69756761446018,9.166941468699019,26.453369646180427
2018-01-01,137.11710003476773,44.9284321005029,77.33359837125931
2018-02-01,144.09326286125392,63.24224342453776,29.778612126961033
2018-03-01,144.36012211636125,22.60972075620391,9.343365622964912
2018-04-01,145.97608675788663,52.010961257301744,41.38920113438157
2018-05-01,141.74655258294206,22.682911775937765,67.73674338995451
2018-06-01,138.84149710528825,10.13431803214624,79.42344338642098
2018-07-01,132.93319653550566,26.721136924837364,4.52821013068526
2018-08-01,139.2041063677828,86.26071631773775,63.06728779330274
2018-09-01,132.81023800113715,29.958161206265753,66.33789329213388
2018-10-01,129.12707070190612,1.5768201055990083,51.60534826549804
2018-11-01,137.0242964205404,75.50670942781254,73.03294957072066
2018-12-01,134.43704252879928,34.09740835934464,37.3164447046553
2019-01-01,140.11412452450364,65.65814986272389,36.30558627903007
2019-02-01,142.1013904708278,28.025946236497035,28.868093677835162
2019-03-01,151.6937247435334,86.5044969852803,44.41798419430966
2019-04-01,147.64993927738257,33.82158908086609,0.2444259353377909
2019-05-01,142.67640882580972,26.346498410911355,44.75869502555945
2019-06-01,144.2696710797832,44.006114307289735,54.987653468540294
2019-07-01,140.7586566433564,68.95286987162922,49.21880199001699
2019-08-01,139.72021351083168,78.3268738556462,56.18792524571161
2019-09-01,133.41036283407618,43.971287761480596,28.055951087862326
2019-10-01,132.89158819969586,36.18899051557438,47.442155116849
2019-11-01,133.87094373114377,54.07565984857905,9.660224937467223
2019-12-01,135.12426156830458,26.53557757900321,61.93408235287152
2020-01-01,142.78442303017235,73.93441722562629,52.163430089403
