timestamp,kind,estimate,lower,upper
1871-01-01 00:00:00+00:00,filtered,1103.363474122255,947.1657120041199,1259.56123624039
1872-01-01 00:00:00+00:00,filtered,1132.8130321413416,1019.3340047041692,1246.292059578514
1873-01-01 00:00:00+00:00,filtered,1067.9490552592167,970.6875929147398,1165.2105176036937
1874-01-01 00:00:00+00:00,filtered,1114.022892566597,1024.397794017262,1203.647991115932
1875-01-01 00:00:00+00:00,filtered,1127.6769470609754,1041.916998736231,1213.4368953857197
1876-01-01 00:00:00+00:00,filtered,1136.8302237577805,1053.0856597375187,1220.5747877780423
1877-01-01 00:00:00+00:00,filtered,1047.4457871879513,964.7664891515823,1130.1250852243202
1878-01-01 00:00:00+00:00,filtered,1097.1463316942952,1015.0338532641995,1179.258810124391
1879-01-01 00:00:00+00:00,filtered,1170.8844468067894,1089.0745895736327,1252.694304039946
1880-01-01 00:00:00+00:00,filtered,1162.5709841295923,1080.922978765459,1244.2189894937255
1881-01-01 00:00:00+00:00,filtered,1117.5599783989483,1035.9986171316973,1199.1213396661992
1882-01-01 00:00:00+00:00,filtered,1068.5785856059426,987.0636303547406,1150.0935408571447
1883-01-01 00:00:00+00:00,filtered,1079.6852980253511,998.1952040702158,1161.1753919804864
1884-01-01 00:00:00+00:00,filtered,1056.7172061253125,975.2404330919167,1138.1939791587083
1885-01-01 00:00:00+00:00,filtered,1046.8768201237237,965.4071851052393,1128.3464551422082
1886-01-01 00:00:00+00:00,filtered,1023.5956051238129,942.1297951641322,1105.0614150834936
1887-01-01 00:00:00+00:00,filtered,1065.50668223732,984.0429220618864,1146.9704424127538
1888-01-01 00:00:00+00:00,filtered,994.0938494963452,912.63118777828,1075.5565112144104
1889-01-01 00:00:00+00:00,filtered,984.4223216974024,902.9602486344925,1065.8843947603123
1890-01-01 00:00:00+00:00,filtered,1026.1098171599078,944.6480595539758,1107.5715747658398
1891-01-01 00:00:00+00:00,filtered,1045.9088263162316,964.4472377622159,1127.3704148702473
1892-01-01 00:00:00+00:00,filtered,1089.8772575641751,1008.4157596043754,1171.338755523975
1893-01-01 00:00:00+00:00,filtered,1105.987200938675,1024.525751527962,1187.448650349388
1894-01-01 00:00:00+00:00,filtered,1144.5755364359077,1063.1141130424683,1226.036959829347
1895-01-01 00:00:00+00:00,filtered,1175.5035958095586,1094.0421863586803,1256.965005260437
1896-01-01 00:00:00+00:00,filtered,1187.4264337918175,1105.9650318127071,1268.887835770928
1897-01-01 00:00:00+00:00,filtered,1145.2439313209888,1063.7825333459718,1226.7053292960059
1898-01-01 00:00:00+00:00,filtered,1133.1207948297088,1051.6593990004708,1214.5821906589467
1899-01-01 00:00:00+00:00,filtered,1036.894181391181,955.4327867118586,1118.3555760705035
1900-01-01 00:00:00+00:00,filtered,984.1362785708833,902.6748845077964,1065.5976726339702
1901-01-01 00:00:00+00:00,filtered,954.6252031614146,873.163809428566,1036.086596894263
1902-01-01 00:00:00+00:00,filtered,884.7905393205084,803.3291457646334,966.2519328763834
1903-01-01 00:00:00+00:00,filtered,899.5839440704885,818.1225506094531,981.045337531524
1904-01-01 00:00:00+00:00,filtered,881.7427403866864,800.2813469764751,963.2041337968976
1905-01-01 00:00:00+00:00,filtered,833.312625762696,751.8512323797212,914.7740191456709
1906-01-01 00:00:00+00:00,filtered,855.4687522121839,774.0073588438049,936.9301455805628
1907-01-01 00:00:00+00:00,filtered,811.6672120464104,730.2058186858535,893.1286054069674
1908-01-01 00:00:00+00:00,filtered,867.4900947378552,786.02870138149,948.9514880942204
1909-01-01 00:00:00+00:00,filtered,916.3937221072694,834.9323287531504,997.8551154613883
1910-01-01 00:00:00+00:00,filtered,930.4896025888615,849.0282092359464,1011.9509959417767
1911-01-01 00:00:00+00:00,filtered,903.8313100160415,822.3699166637715,985.2927033683114
1912-01-01 00:00:00+00:00,filtered,856.1813147641154,774.7199214121911,937.6427081160398
1913-01-01 00:00:00+00:00,filtered,748.952516041254,667.4911226895149,830.413909392993
1914-01-01 00:00:00+00:00,filtered,769.0615297686774,687.6001364170377,850.522923120317
1915-01-01 00:00:00+00:00,filtered,751.0923567656239,669.6309634140373,832.5537501172105
1916-01-01 00:00:00+00:00,filtered,849.9413583659242,768.4799650143661,931.4027517174823
1917-01-01 00:00:00+00:00,filtered,916.9447060069011,835.4833126553584,998.4060993584438
1918-01-01 00:00:00+00:00,filtered,894.1837263037137,812.7223329521792,975.6451196552482
1919-01-01 00:00:00+00:00,filtered,859.3009267582883,777.839533406758,940.7623201098185
1920-01-01 00:00:00+00:00,filtered,849.0381728147088,767.576779463181,930.4995661662366
1921-01-01 00:00:00+00:00,filtered,827.323950783394,745.8625574318662,908.7853441349218
1922-01-01 00:00:00+00:00,filtered,832.0602576866042,750.5988643350764,913.5216510381321
1923-01-01 00:00:00+00:00,filtered,840.6185288337321,759.1571354822042,922.0799221852599
1924-01-01 00:00:00+00:00,filtered,846.3477055431093,764.8863121915815,927.8090988946371
1925-01-01 00:00:00+00:00,filtered,806.5978579821999,725.1364646306721,888.0592513337277
1926-01-01 00:00:00+00:00,filtered,816.8877326090533,735.4263392575255,898.3491259605811
1927-01-01 00:00:00+00:00,filtered,797.3574254185032,715.8960320669754,878.818818770031
1928-01-01 00:00:00+00:00,filtered,796.9937025468669,715.532309195339,878.4550958983947
1929-01-01 00:00:00+00:00,filtered,862.1073707680181,780.6459774164903,943.5687641195459
1930-01-01 00:00:00+00:00,filtered,834.4796952645107,753.0183019129829,915.9410886160385
1931-01-01 00:00:00+00:00,filtered,820.1497821284397,738.6883887769119,901.6111754799675
1932-01-01 00:00:00+00:00,filtered,832.1674221515274,750.7060287999996,913.6288155030552
1933-01-01 00:00:00+00:00,filtered,835.6059182942403,754.1445249427125,917.0673116457681
1934-01-01 00:00:00+00:00,filtered,864.6501708395325,783.1887774880047,946.1115641910603
1935-01-01 00:00:00+00:00,filtered,896.6300218131664,815.1686284616386,978.0914151646942
1936-01-01 00:00:00+00:00,filtered,896.7291576675003,815.2677643159725,978.1905510190281
1937-01-01 00:00:00+00:00,filtered,876.7054396412374,795.2440462897096,958.1668329927652
1938-01-01 00:00:00+00:00,filtered,912.4217888463793,830.9603954948515,993.8831821979071
1939-01-01 00:00:00+00:00,filtered,874.527744392816,793.0663510412882,955.9891377443438
1940-01-01 00:00:00+00:00,filtered,821.3321284085,739.8707350569722,902.7935217600278
1941-01-01 00:00:00+00:00,filtered,775.1556418291757,693.6942484776479,856.6170351807035
1942-01-01 00:00:00+00:00,filtered,794.1384257389841,712.6770323874563,875.5998190905119
1943-01-01 00:00:00+00:00,filtered,798.9244441777183,717.4630508261905,880.3858375292461
1944-01-01 00:00:00+00:00,filtered,783.6715087159274,702.2101153643996,865.1329020674552
1945-01-01 00:00:00+00:00,filtered,788.314687284013,706.8532939324851,869.7760806355408
1946-01-01 00:00:00+00:00,filtered,855.753902317056,774.2925089655282,937.2152956685838
1947-01-01 00:00:00+00:00,filtered,856.8916464770202,775.4302531254924,938.353039828548
1948-01-01 00:00:00+00:00,filtered,861.4758390135133,780.0144456619855,942.9372323650412
1949-01-01 00:00:00+00:00,filtered,857.8649806953383,776.4035873438105,939.3263740468661
1950-01-01 00:00:00+00:00,filtered,866.4755764174001,785.0141830658723,947.936969768928
1951-01-01 00:00:00+00:00,filtered,833.6581797835746,752.1967864320468,915.1195731351024
1952-01-01 00:00:00+00:00,filtered,810.973974936178,729.5125815846502,892.4353682877058
1953-01-01 00:00:00+00:00,filtered,818.2156129010609,736.7542195495331,899.6770062525887
1954-01-01 00:00:00+00:00,filtered,880.3223642016685,798.8609708501407,961.7837575531963
1955-01-01 00:00:00+00:00,filtered,890.4181069969887,808.9567136454609,971.8795003485166
1956-01-01 00:00:00+00:00,filtered,916.029326682141,834.5679333306132,997.4907200336688
1957-01-01 00:00:00+00:00,filtered,884.1353545201121,802.6739611685842,965.5967478716399
1958-01-01 00:00:00+00:00,filtered,894.5491571986132,813.0877638470854,976.010550550141
1959-01-01 00:00:00+00:00,filtered,916.1060038366794,834.6446104851516,997.5673971882072
1960-01-01 00:00:00+00:00,filtered,889.0145956798283,807.5532023283005,970.4759890313561
1961-01-01 00:00:00+00:00,filtered,924.1122052813322,842.6508119298044,1005.57359863286
1962-01-01 00:00:00+00:00,filtered,919.2590301257809,837.7976367742531,1000.7204234773087
1963-01-01 00:00:00+00:00,filtered,914.3665131741187,832.9051198225909,995.8279065256465
1964-01-01 00:00:00+00:00,filtered,982.8636435853448,901.402250233817,1064.3250369368725
1965-01-01 00:00:00+00:00,filtered,963.8756921383335,882.4142987868057,1045.3370854898612
1966-01-01 00:00:00+00:00,filtered,905.4957831399455,824.0343897884177,986.9571764914733
1967-01-01 00:00:00+00:00,filtered,909.1142453173779,827.6528519658501,990.5756386689058
1968-01-01 00:00:00+00:00,filtered,857.9050804012652,776.4436870497374,939.366473752793
1969-01-01 00:00:00+00:00,filtered,819.3456366387296,737.8842432872018,900.8070299902574
1970-01-01 00:00:00+00:00,filtered,798.0849305869176,716.6235372353898,879.5463239384454
1871-01-01 00:00:00+00:00,smoothed,1107.2290132001567,1025.9316814609415,1188.526344939372
1872-01-01 00:00:00+00:00,smoothed,1107.6138515378238,1034.6756218357452,1180.5520812399025
