timestamp,actual,frozen,rolling,expanding,adaptive,cusum_before_reset,alarm,rolling_mean,rolling_var,mean_shift_sd,variance_ratio,segment_id
1891-01-01 00:00:00+00:00,1100.0,1070.85,1070.85,1070.85,1140.0,0.0,False,1070.85,20694.450000000004,0.0,1.0,0
1892-01-01 00:00:00+00:00,1210.0,1070.85,1069.85,1072.2380952380952,1100.0,0.4672890387003138,False,1069.85,20610.976315789478,-0.006951412423286476,0.9959663733894581,0
1893-01-01 00:00:00+00:00,1150.0,1070.85,1072.35,1078.5,1155.0,0.5174933320034389,False,1072.35,21210.45,0.010427118634929714,1.0249342214941686,0
1894-01-01 00:00:00+00:00,1250.0,1070.85,1081.7,1081.608695652174,1153.3333333333333,1.2628388676352118,False,1081.7,20806.431578947373,0.07542282479265922,1.0054111889394195,0
1895-01-01 00:00:00+00:00,1260.0,1070.85,1083.7,1088.625,1177.5,2.0776985274998494,False,1083.7,21426.642105263163,0.08932564963923216,1.0353810855211498,0
1896-01-01 00:00:00+00:00,1220.0,1070.85,1088.7,1095.48,1194.0,2.614501690433028,False,1088.7,22729.800000000003,0.12408271175566454,1.0983524568181322,0
1897-01-01 00:00:00+00:00,1030.0,1070.85,1091.7,1100.2692307692307,1198.3333333333333,1.8305364929417758,False,1091.7,23360.115789473686,0.14493694902552398,1.1288106612871414,0
1898-01-01 00:00:00+00:00,1100.0,1070.85,1102.55,1097.6666666666667,1174.2857142857142,1.5331701650805774,False,1102.55,19348.47105263158,0.2203597738181816,0.9349594240306737,0
1899-01-01 00:00:00+00:00,774.0,1070.85,1096.05,1097.75,1165.0,1.5635267778525899,False,1096.05,18449.418421052636,0.1751755930668195,0.8915152816843469,1
1900-01-01 00:00:00+00:00,840.0,1070.85,1066.25,1086.5862068965516,1121.5555555555557,2.668260335768272,False,1066.25,19023.46052631579,-0.03197649714711716,0.9192542216060724,1
1901-01-01 00:00:00+00:00,874.0,1070.85,1051.25,1078.3666666666666,1093.4,3.5366458712922135,False,1051.25,21194.513157894737,-0.1362476834964143,1.024164119263606,1
1902-01-01 00:00:00+00:00,694.0,1070.85,1045.2,1071.774193548387,1073.4545454545455,5.656285643007721,False,1045.2,22643.01052631579,-0.17830372865729716,1.094158604182077,1
1903-01-01 00:00:00+00:00,940.0,1070.85,1033.15,1059.96875,1041.8333333333333,6.065877958594756,True,1033.15,28342.66052631579,-0.2620682483578989,1.3695778591030825,1
1904-01-01 00:00:00+00:00,833.0,1070.85,1024.65,1056.3333333333333,940.0,1.1533934448786876,False,1024.65,28412.45,-0.32115525395583394,1.372950235449601,1
1905-01-01 00:00:00+00:00,701.0,1070.85,1016.6,1049.764705882353,886.5,3.22437332963119,False,1016.6,30227.936842105264,-0.3771141239632905,1.4606784351410769,1
1906-01-01 00:00:00+00:00,916.0,1070.85,1000.65,1039.8,824.6666666666666,3.8007995433771002,False,1000.65,35201.81842105263,-0.4879891521147101,1.7010270106744863,1
1907-01-01 00:00:00+00:00,692.0,1070.85,998.45,1036.361111111111,847.5,5.934342139939181,True,998.45,35486.89210526316,-0.5032822594459399,1.7148023796362384,1
1908-01-01 00:00:00+00:00,1020.0,1070.85,974.05,1027.054054054054,692.0,0.0,False,974.05,38068.155263157896,-0.6728967225741306,1.8395345255929918,1
1909-01-01 00:00:00+00:00,1050.0,1070.85,985.1,1026.8684210526317,856.0,0.0,False,985.1,36437.98947368421,-0.5960836152968145,1.760761434765563,1
1910-01-01 00:00:00+00:00,969.0,1070.85,989.7,1027.4615384615386,920.6666666666666,0.20800135531172692,False,989.7,36598.747368421056,-0.5641071181496966,1.7685295994056884,1
1911-01-01 00:00:00+00:00,831.0,1070.85,981.15,1026.0,932.75,1.3752976250369877,False,981.15,35355.39736842106,-0.6235416943687964,1.7084482732530244,1
1912-01-01 00:00:00+00:00,726.0,1070.85,967.7,1021.2439024390244,912.4,3.272492199207328,False,967.7,35608.11578947369,-0.717038191461999,1.7206601668308983,1
1913-01-01 00:00:00+00:00,456.0,1070.85,943.5,1014.2142857142857,881.3333333333334,7.046568127665017,True,943.5,34976.36842105263,-0.885262372105532,1.6901327854111912,1
1914-01-01 00:00:00+00:00,824.0,1070.85,908.8,1001.2325581395348,456.0,1.215956156688266,False,908.8,43972.8,-1.1264763831935731,2.12485956379609,1
1915-01-01 00:00:00+00:00,702.0,1070.85,887.5,997.2045454545455,640.0,3.2799846290174823,False,887.5,37746.47368421053,-1.2745414678095748,1.8239901850114653,1
1916-01-01 00:00:00+00:00,1120.0,1070.85,859.6,990.6444444444444,660.6666666666666,2.4383227084129513,False,859.6,31435.199999999997,-1.4684858744192673,1.5190159680494042,1
1917-01-01 00:00:00+00:00,1100.0,1070.85,854.6,993.4565217391304,775.5,1.7356890362741497,False,854.6,28141.515789473688,-1.5032429365356996,1.3598581160395025,1
1918-01-01 00:00:00+00:00,832.0,1070.85,858.1,995.7234042553191,840.4,2.896033893576124,False,858.1,29678.936842105264,-1.4789129930541969,1.4341495832025135,1
1919-01-01 00:00:00+00:00,764.0,1070.85,844.7,992.3125,839.0,4.529074795661579,False,844.7,26446.01052631579,-1.5720619195262355,1.2779276823648749,1
1920-01-01 00:00:00+00:00,821.0,1070.85,844.2,987.6530612244898,828.2857142857143,5.765885189619704,False,844.2,26525.431578947366,-1.5755376257378788,1.2817654771664557,1
1921-01-01 00:00:00+00:00,768.0,1070.85,843.25,984.32,827.375,7.371120442012012,True,843.25,26551.88157894737,-1.5821414675400012,1.2830435976287056,1
1922-01-01 00:00:00+00:00,845.0,1070.85,837.95,980.0784313725491,768.0,1.06997649579925,False,837.95,26770.576315789473,-1.6189839533834194,1.2936113941558953,1
1923-01-01 00:00:00+00:00,864.0,1070.85,845.5,977.4807692307693,806.5,2.007876155556057,False,845.5,25622.57894736842,-1.5665007895876066,1.23813771070835,1
1924-01-01 00:00:00+00:00,862.0,1070.85,841.7,975.3396226415094,825.6666666666666,2.959678640159437,False,841.7,25155.37894736842,-1.592916156796095,1.215561609386498,1
1925-01-01 00:00:00+00:00,698.0,1070.85,843.15,973.2407407407408,834.75,5.051512762181799,False,843.15,25170.871052631577,-1.58283660878233,1.2163102209834797,1
1926-01-01 00:00:00+00:00,845.0,1070.85,843.0,968.2363636363636,807.4,6.121489257981049,True,843.0,25216.21052631579,-1.5838793206458228,1.2185011211371062,1
1927-01-01 00:00:00+00:00,744.0,1070.85,839.45,966.0357142857143,845.0,1.772069150551184,False,839.45,24922.68157894737,-1.6085568347484895,1.2043171758102953,1
1928-01-01 00:00:00+00:00,796.0,1070.85,842.05,962.140350877193,794.5,3.1826648550914713,False,842.05,24250.786842105263,-1.5904831624479454,1.171849787846754,1
1929-01-01 00:00:00+00:00,1040.0,1070.85,830.85,959.2758620689655,795.0,2.8971159283498586,False,830.85,22563.713157894737,-1.6683389815887535,1.0903267860655748,1
1930-01-01 00:00:00+00:00,759.0,1070.85,830.35,960.6440677966102,856.25,4.564913892551745,False,830.35,22338.02894736842,-1.6718146878003965,1.0794212432496837,1
1931-01-01 00:00:00+00:00,781.0,1070.85,819.85,957.2833333333333,836.8,6.079780783441329,True,819.85,21478.134210526314,-1.7448045182449046,1.0378692939665615,1
1932-01-01 00:00:00+00:00,865.0,1070.85,817.35,954.3934426229508,781.0,0.9309482473335204,False,817.35,21544.45,-1.7621830493031208,1.0410738144768281,1
1933-01-01 00:00:00+00:00,845.0,1070.85,824.3,952.9516129032259,823.0,2.0009247431327704,False,824.3,21173.905263157892,-1.7138707329612803,1.0231683017986895,1
1934-01-01 00:00:00+00:00,944.0,1070.85,843.75,951.2380952380952,830.3333333333334,2.3827114090266592,False,843.75,13659.03947368421,-1.5786657613283581,0.6600339450279764,1
