timestamp,actual,Croston,SBA,TSB,order_up_to,cost_optimal_order_up_to,on_hand,backlog,order
2016-01-01 00:00:00+00:00,45.562606595998375,44.98188611454266,41.608244655951964,44.983078307890814,152.767996546832,141.6495276141062,85.64989599197585,0.0,67.11810055485614
2016-02-01 00:00:00+00:00,50.571134275165214,45.06899173381642,41.68881735378019,45.07000706176321,152.20041897057516,141.14983252845818,35.07876171681064,0.0,50.00355669890837
2016-03-01 00:00:00+00:00,55.96062439482621,45.89429336019336,42.45222135817885,45.89517219362524,153.5676208688575,143.06143061450376,46.236237876840576,0.0,57.327826293108544
2016-04-01 00:00:00+00:00,57.42246071294167,47.40421229455079,43.848896372459485,47.40498388018341,155.65978457121219,144.1238528749657,38.817333862807274,0.0,59.51462441529637
2016-05-01 00:00:00+00:00,54.16883633204813,48.906923569247645,45.23890430155407,48.90760020789531,156.01872820469822,145.84884613687467,41.97632382386769,0.0,54.527779965534165
2016-06-01 00:00:00+00:00,53.95248804345565,49.69619888132234,45.96898396522317,49.69678330638804,157.0255914321575,146.70623073932614,47.5384601957084,0.0,54.95935127091494
2016-07-01 00:00:00+00:00,49.012521995133675,50.33463427839321,46.55953670751372,50.33513742175226,156.92784346345093,146.41000039338545,53.0537181661089,0.0,48.9147740264271
2016-08-01 00:00:00+00:00,43.48702777533992,50.136319542155206,46.37609557649357,50.136745529214515,156.71580056020088,146.09176318248967,64.5260416616839,0.0,43.274984872089874
2016-09-01 00:00:00+00:00,39.07416198960381,49.138934781159676,45.45351467257271,49.13928966709914,155.73388797780513,145.04429558981641,74.36665369850719,0.0,38.09224940720806
2016-10-01 00:00:00+00:00,37.59491365596641,47.62923044712854,44.0570381635939,47.629522832535194,156.7118288140347,144.93761714777412,80.04672491463066,0.0,38.57285449219599
2016-11-01 00:00:00+00:00,39.916143877998095,46.12409274566542,42.66478578974052,46.12433341957644,155.76426193251203,144.42599733163775,78.22283044384062,0.0,38.96857699647542
2016-12-01 00:00:00+00:00,42.92595544193104,45.192905578107364,41.803437659749314,45.19310602091385,156.16838182649943,144.54893867060974,73.86972949410557,0.0,43.33007533591844
2017-01-01 00:00:00+00:00,50.07812946460556,44.8528646601178,41.48889981060897,44.85303375459074,155.33471130753927,144.21526198103595,62.76017702597543,0.0,49.24445894564539
2017-02-01 00:00:00+00:00,53.51759580160859,45.6366512412475,42.21390239815394,45.63679748320716,156.41210499429297,145.022633132212,52.57265656028528,0.0,54.5949894883623
2017-03-01 00:00:00+00:00,52.9941907182268,46.81878890039646,43.30737973286673,46.81891642600226,156.5752962678896,146.23288244972792,48.822924787703876,0.0,53.15738199182343
2017-04-01 00:00:00+00:00,56.3182358502016,47.74509649228745,44.1642142553659,47.74520703369151,157.7668585845198,146.44522918922914,47.09967842586457,0.0,57.509798166831814
2017-05-01 00:00:00+00:00,54.26170207476835,49.031064232564255,45.35373441512194,49.0311607234946,158.88768170919235,147.1392730848621,45.995358342919644,0.0,55.38252519944089
2017-06-01 00:00:00+00:00,55.044898823440406,49.8156582683452,46.079483898219316,49.81574159808261,159.7188850976181,148.2794612595491,48.46025768631105,0.0,55.87610221186617
2017-07-01 00:00:00+00:00,47.60174537911264,50.60004295751435,46.805039735700774,50.60011490307231,160.07987440261078,149.51209243625686,56.2410375066393,0.0,47.962734684105314
2017-08-01 00:00:00+00:00,41.94671071712897,50.15029900018855,46.389026575174405,50.15035961036953,158.66576461624513,148.05524417072718,70.1704290013765,0.0,40.53260093076331
2017-09-01 00:00:00+00:00,41.74565018896614,48.919762337870154,45.25078016252989,48.91981259241488,159.14211215496064,148.39026388715664,76.38751349651568,0.0,42.221997727681654
2017-10-01 00:00:00+00:00,41.523879292098734,47.84364669010489,44.25537318834702,47.843688466813944,158.7096250764619,147.6920917317834,75.39623513518026,0.0,41.091392213599974
2017-11-01 00:00:00+00:00,42.78510613699777,46.895682459894076,43.378506275402025,46.8957172665063,157.46336983234784,146.84028321206287,74.83312672586415,0.0,41.538850892883715
2017-12-01 00:00:00+00:00,44.64976246661778,46.27909649770063,42.80816426037308,46.27912569432932,158.66387523439627,147.3289887049092,71.27475647284635,0.0,45.85026786866621
2018-01-01 00:00:00+00:00,49.49532046341574,46.034696556862365,42.582094315097685,46.034721242938176,158.70762024492817,148.10753122771757,63.31828690231433,0.0,49.53906547394763
2018-02-01 00:00:00+00:00,53.79956615001321,46.553789847084175,43.06225560855287,46.55381106685807,158.7192698682078,148.07551656961465,55.36898862096732,0.0,53.811215773292844
2018-03-01 00:00:00+00:00,58.368528083733096,47.64065576615407,44.06760658369251,47.640674224057776,159.4084329016976,148.32347200384652,46.53952601118185,0.0,59.057691117222916
2018-04-01 00:00:00+00:00,59.85018557770903,49.24983595136348,45.55609825501122,49.24985217052381,159.88609513123512,149.15522523553147,40.500556206765665,0.0,60.32784780724654
2018-05-01 00:00:00+00:00,55.78420293090273,50.839887838945124,47.02689625102424,50.839902070327724,162.7361228318875,151.33358332000964,43.77404439308585,0.0,58.63423063155511
2018-06-01 00:00:00+00:00,53.59696967933036,51.581534882157435,47.71291976599563,51.581547155297855,162.68705243353287,151.28689253785186,50.504922521002044,0.0,53.54789928097571
2018-07-01 00:00:00+00:00,51.88102050278096,51.883850025305755,47.99256127340782,51.88386051861732,163.22123748718673,152.70571547858654,57.25813264977619,0.0,52.41520555643481
2018-08-01 00:00:00+00:00,47.70790166316415,51.88342559701823,47.992168677241864,51.88343451626018,163.20341150577158,152.23024138098282,63.09813026758776,0.0,47.69007568174901
2018-09-01 00:00:00+00:00,41.62489305718045,51.25709712134128,47.41281483724069,51.257104611176075,163.49853871106603,152.31204744154184,73.88844276684213,0.0,41.92002026247489
2018-10-01 00:00:00+00:00,40.610741224188125,49.81226673603512,46.07634673083249,49.81227292294037,161.64894569783564,151.3523458891215,80.96777722440302,0.0,38.76114821095773
2018-11-01 00:00:00+00:00,45.2705237870156,48.43203809140303,44.7996352345478,48.432043204556564,161.89577004686956,150.65111347486854,77.61727369986232,0.0,45.517348136049506
2018-12-01 00:00:00+00:00,44.85969926186346,47.95781099893998,44.360975174019494,47.95781530256445,161.8211258691594,151.2372817025311,71.51872264895658,0.0,44.78505508415331
2019-01-01 00:00:00+00:00,50.8091792736892,47.49309428268755,43.93111221148599,47.49309790532113,162.14228671509895,151.0184261549453,66.2268915113169,0.0,51.13034011962874
2019-02-01 00:00:00+00:00,57.46513752937299,47.990506991025306,44.39121896669841,47.99051010251385,162.3023403556552,151.36335881710644,53.54680906609722,0.0,57.625191169929224
2019-03-01 00:00:00+00:00,54.24738752126494,49.41170147387461,45.70582386333402,49.411704196962155,163.2970155548263,152.49206760747452,50.429761664461026,0.0,55.24206272043604
2019-04-01 00:00:00+00:00,61.180293691695894,50.137054338510445,46.37677526312216,50.13705668711304,163.9099370456156,153.75015206710614,46.874659142694355,0.0,61.79321518248521
2019-05-01 00:00:00+00:00,60.43694853410844,51.79354015904268,47.90902464711448,51.793542221311355,165.4235368550202,154.8883580121724,41.679773329021955,0.0,61.95054834351302
2019-06-01 00:00:00+00:00,51.226801890218454,53.09005136045276,49.10829750841881,53.09005315726097,166.95030104060154,155.9181387597419,52.246186621288714,0.0,52.75356607579981
2019-07-01 00:00:00+00:00,50.034732312488934,52.810563949967936,48.84977165372034,52.81056546921465,166.915400024185,156.05222894964973,64.1620026523128,0.0,49.9998312960724
2019-08-01 00:00:00+00:00,47.4830128310894,52.394189217072935,48.464625025792465,52.39419049825116,166.96791895229885,156.61112722872457,69.4325558970232,0.0,47.53553175920324
2019-09-01 00:00:00+00:00,47.266779562634056,51.657512778314974,47.783199319941346,51.65751385200481,165.51403634646232,154.74282909087006,72.16560763046155,0.0,45.81289695679753
2019-10-01 00:00:00+00:00,43.87832440176014,50.99890281050747,47.17398509971941,50.99890371150813,164.21510581293794,154.4195121158798,75.82281498790465,0.0,42.579393868235755
2019-11-01 00:00:00+00:00,43.54584161040416,49.93081606924469,46.18600486405135,49.93081681905579,164.1082258604712,153.79874407965957,78.08987033429801,0.0,43.43896165793744
2019-12-01 00:00:00+00:00,52.91170626853797,48.973069915699995,45.3000896720225,48.97307054081432,164.0296433688424,153.5948422279609,67.7575579339958,0.0,52.83312377690915
2020-01-01 00:00:00+00:00,54.40273201660274,49.56386536061319,45.84657545856721,49.563865898370366,165.54553934746576,154.05575726568532,56.7937875753305,0.0,55.91862799522612
2020-02-01 00:00:00+00:00,55.83439719867764,50.28969535064434,46.517968199346015,50.28969581443177,164.7203958837236,154.87256272634238,53.792514153562,0.0,55.00925373493547
2020-03-01 00:00:00+00:00,59.428613794395325,51.121400619699685,47.28729557322221,51.12140102043872,166.72070105349212,156.1049980501,50.2825283543928,0.0,61.42891896416384
2020-04-01 00:00:00+00:00,59.30277513968703,52.36748258552553,48.439921391611115,52.367482934456504,166.58121493134587,156.983213990284,45.98900694964125,0.0,59.16328901754078
2020-05-01 00:00:00+00:00,57.04995104068563,53.407776461284925,49.40219322668855,53.40777676376812,168.21404989352948,158.59973735249827,50.367974873119465,0.0,58.682786002869236
2020-06-01 00:00:00+00:00,56.77125339845289,53.95410264490744,49.90754494653939,53.95410290464823,168.42850253201559,158.33299130042712,52.76001049220735,0.0,56.98570603693901
2020-07-01 00:00:00+00:00,51.69472342180643,54.376675255777805,50.29842461159448,54.37667547828664,169.14294754180466,158.76322545728942,59.74807307327015,0.0,52.4091684315955
2020-08-01 00:00:00+00:00,45.865556759769056,53.97438248243116,49.926303796248824,53.97438267016441,168.6292677129908,158.92749890845317,70.8682223504401,0.0,45.3518769309552
2020-09-01 00:00:00+00:00,42.20945614053218,52.75805862852686,48.80120423138735,52.75805878450411,168.3306590863218,158.34307941807907,81.06793464150343,0.0,41.91084751386316
2020-10-01 00:00:00+00:00,41.36342424167723,51.175768260298014,47.337585640775664,51.175768388902384,168.50035601271372,157.76918887436716,85.0563873307814,0.0,41.53312116806916
2020-11-01 00:00:00+00:00,45.859939997968326,49.703916661434825,45.97612291182722,49.703916767604596,167.09768033859578,157.4684819467434,81.10729484667624,0.0,44.45726432385038
2020-12-01 00:00:00+00:00,47.311170633556685,49.12732016322346,45.4427711509817,49.12732025242088,167.9670915494806,156.8554665058586,75.32924538118871,0.0,48.18058184444152
2021-01-01 00:00:00+00:00,52.48347780403487,48.85489773429898,45.190780404226565,48.854897809696354,167.79512072847865,157.1324992178686,67.30303190100423,0.0,52.3115069830329
2021-02-01 00:00:00+00:00,59.40492358264537,49.399184743866876,45.694245888076864,49.399184808668636,166.98026242090748,157.22870930426737,56.078690162800385,0.0,58.590065275074195
2021-03-01 00:00:00+00:00,59.1420363564412,50.90004556759177,47.08254215002239,50.90004562434677,168.57773104699754,158.5642439769219,49.24816078939208,0.0,60.73950498253126
2021-04-01 00:00:00+00:00,62.005439165646614,52.136344184454515,48.226118370620426,52.13634423386799,169.54090850689397,158.77393691854292,45.83278689881967,0.0,62.968616625543035
2021-05-01 00:00:00+00:00,57.18787613287029,53.61670843014258,49.59545529788189,53.61670847333663,170.36693068976848,160.9967538711087,49.38441574848065,0.0,58.0138983157448
2021-06-01 00:00:00+00:00,54.72133923750603,54.152383585093226,50.09095481621124,54.15238362217498,171.45571084775432,161.44090474655303,57.631693136517654,0.0,55.81011939549187
2021-07-01 00:00:00+00:00,54.159492291723,54.237726932893054,50.169897412926076,54.23772696446222,171.9460406449381,161.37682642452714,61.48609916053945,0.0,54.64982208890679
2021-08-01 00:00:00+00:00,51.1534991572095,54.2259917367248,50.159042356470444,54.22599176355279,170.77621639418786,161.7473756360797,66.14271939882181,0.0,49.98367490645926
2021-09-01 00:00:00+00:00,50.45986905036992,53.76511785003977,49.73273401128679,53.76511787264975,171.16619243713816,161.42462364629364,70.33267243735868,0.0,50.849845093320226
