timestamp,origin,horizon,actual,forecast,split_lower,split_upper,adaptive_lower,adaptive_upper,alpha_t,covered_split,covered_adaptive,model_lower,model_upper,interval_score_split,interval_score_adaptive
2020-01-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,1,54.40273201660274,52.25365281575518,49.589910307109456,54.91739532440091,49.589910307109456,54.91739532440091,0.2,True,True,47.31846176005874,57.188843871451624,5.327485017291451,5.327485017291451
2020-02-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,2,55.83439719867764,57.94798142918728,55.293901525914116,60.602061332460444,55.293901525914116,60.602061332460444,0.2,True,True,53.0127903359172,62.88317252245736,5.308159806546328,5.308159806546328
2020-03-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,3,59.428613794395325,57.25400072993852,54.59921908686242,59.90878237301462,54.59921908686242,59.90878237301462,0.2,True,True,52.31880959908729,62.18919186078975,5.309563286152198,5.309563286152198
2020-04-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,4,59.30277513968703,62.322929643644144,59.61266040481017,65.03319888247812,59.61266040481017,65.03319888247812,0.2,False,False,57.38773847520425,67.25812081208403,8.519391128899372,8.519391128899372
2020-05-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,5,57.04995104068563,60.53612820316907,57.907974784482356,63.164281621855785,57.907974784482356,63.164281621855785,0.2,False,False,55.600936997133,65.47131940920514,13.836544275340714,13.836544275340714
2020-06-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,6,56.77125339845289,54.32561242503132,51.74830402727872,56.902920822783926,51.74830402727872,56.902920822783926,0.2,True,True,49.39042118139156,59.26080366867109,5.154616795505206,5.154616795505206
2020-07-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,7,51.69472342180643,52.2690016116308,49.634068255024395,54.9039349682372,49.634068255024395,54.9039349682372,0.2,True,True,47.33381033037982,57.20419289288178,5.2698667132128065,5.2698667132128065
2020-08-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,8,45.865556759769056,48.930051884901644,46.24339536309671,51.61670840670658,46.24339536309671,51.61670840670658,0.2,False,False,43.99486056603193,53.86524320377136,9.151699076886402,9.151699076886402
2020-09-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,9,42.20945614053218,47.11543254237186,44.48998572581573,49.740879358928,44.48998572581573,49.740879358928,0.2,False,False,42.1802411858759,52.050623898867826,28.056189485947726,28.056189485947726
2020-10-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,10,41.36342424167723,44.71069135667518,42.12516339470694,47.296219318643416,42.12516339470694,47.296219318643416,0.2,False,False,39.77549996254545,49.6458827508049,12.788447454233562,12.788447454233562
2020-11-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,11,45.859939997968326,45.794268432326376,43.181465190741335,48.40707167391142,43.181465190741335,48.40707167391142,0.2,True,True,40.85907700055536,50.72945986409739,5.225606483170083,5.225606483170083
2020-12-01 00:00:00+00:00,2019-12-01 00:00:00+00:00,12,47.311170633556685,51.79809304756795,49.15462888998414,54.44155720515177,49.15462888998414,54.44155720515177,0.2,False,False,46.862901578148126,56.73328451698778,23.721510879442164,23.721510879442164
2020-02-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,1,55.83439719867764,56.40578768198043,53.7420451733347,59.06953019062615,53.7420451733347,59.06953019062615,0.21000000000000002,True,True,53.85886349906062,58.95271186490024,5.327485017291451,5.327485017291451
2020-03-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,2,59.428613794395325,59.67022368632132,57.01614378304816,62.324303589594486,57.01614378304816,62.324303589594486,0.21000000000000002,True,True,57.12329949066434,62.217147881978306,5.308159806546328,5.308159806546328
2020-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,3,59.30277513968703,61.75033244145314,59.09555079837704,64.40511408452923,59.09555079837704,64.40511408452923,0.21000000000000002,True,True,59.20340823305644,64.29725664984984,5.309563286152191,5.309563286152191
2020-05-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,4,57.04995104068563,59.56001166508888,56.849742426254906,62.27028090392285,56.53985716113176,62.580166169045995,0.16,True,True,57.01308744394992,62.10693588622784,5.420538477667947,6.040309007914232
2020-06-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,5,56.77125339845289,57.27817667243347,54.65002325374675,59.90633009112018,53.925583577526545,60.63076976734039,0.16,True,True,54.731252438549696,59.82510090631724,5.25630683737343,6.705186189813844
2020-07-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,6,51.69472342180643,52.78789995679948,50.210591559046875,55.36520835455208,50.210591559046875,55.36520835455208,0.21000000000000002,True,True,50.24097571016835,55.33482420343061,5.154616795505206,5.154616795505206
2020-08-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,7,45.865556759769056,48.64059946453978,46.00566610793338,51.275532821146186,46.00566610793338,51.275532821146186,0.21000000000000002,False,False,46.093675205158746,51.18752372392082,6.670960194856036,6.670960194856036
2020-09-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,8,42.20945614053218,46.00815030010291,43.32149377829798,48.69480682190785,42.59530669190788,49.420993908297945,0.16,False,False,43.461226027969424,48.5550745722364,16.493689421267817,10.684192730147032
2020-10-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,9,41.36342424167723,45.3613924989736,42.735945682417466,47.986839315529735,40.84430444085769,49.87848055708951,0.16,False,True,42.81446821408511,47.90831678386209,18.97610804051463,9.03417611623182
2020-11-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,10,45.859939997968326,46.162931093527725,43.577403131559485,48.748459055495964,42.81566397852978,49.51019820852567,0.16,True,True,43.616006795881674,48.709855391173775,5.171055923936478,6.694534229995895
2020-12-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,11,47.311170633556685,48.369126055285236,45.756322813700194,50.98192929687028,45.756322813700194,50.98192929687028,0.21000000000000002,True,True,45.82220174487909,50.91605036569138,5.225606483170083,5.225606483170083
2021-01-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,12,52.48347780403487,53.75716782667954,51.11370366909573,56.400631984263356,49.270245412668274,58.24409024069081,0.16,True,True,51.21024350351074,56.304092149848344,5.2869283151676285,8.973844828022536
2020-03-01 00:00:00+00:00,2020-02-01 00:00:00+00:00,1,59.428613794395325,59.641719791857454,56.97797728321173,62.30546230050318,57.145164374510394,62.138275209204515,0.22000000000000003,True,True,57.1044200870902,62.17901949662471,5.327485017291451,4.9931108346941215
2020-04-01 00:00:00+00:00,2020-02-01 00:00:00+00:00,2,59.30277513968703,61.72354343630043,59.06946353302727,64.3776233395736,59.15967152680913,64.28741534579174,0.22000000000000003,True,True,59.18624371884414,64.26084315375672,5.308159806546335,5.127743818982616
2020-05-01 00:00:00+00:00,2020-02-01 00:00:00+00:00,3,57.04995104068563,59.536281305346336,56.88149966227024,62.191062948422434,57.02330290872092,62.04925970197175,0.22000000000000003,True,True,56.99898157519847,62.0735810354942,5.309563286152198,5.025956793250828
2020-06-01 00:00:00+00:00,2020-02-01 00:00:00+00:00,4,56.77125339845289,57.25696013947507,54.546690900641096,59.96722937830904,54.356139834802946,60.15778044414719,0.17,True,True,54.71966039663309,59.79425988231705,5.420538477667947,5.801640609344247
2020-07-01 00:00:00+00:00,2020-02-01 00:00:00+00:00,5,51.69472342180643,52.760662476576734,50.13250905789002,55.38881589526345,49.40806938166981,56.113255571483656,0.17,True,True,50.22336272103811,55.29796223211536,5.25630683737343,6.705186189813844
2020-08-01 00:00:00+00:00,2020-02-01 00:00:00+00:00,6,45.865556759769056,48.62295863869778,46.04565024094518,51.200267036450384,46.0671851451965,51.178732132199066,0.22000000000000003,False,False,46.085658870459966,51.1602584069356,6.955551607266429,7.127830841276975
2020-09-01 00:00:00+00:00,2020-02-01 00:00:00+00:00,7,42.20945614053218,46.00154093253559,43.36660757592919,48.636474289141994,43.19036006160788,48.8127218034633,0.17,False,False,43.46424115159605,48.53884071347513,16.84138106718285,15.431400952612421
2020-10-01 00:00:00+00:00,2020-02-01 00:00:00+00:00,8,41.36342424167723,45.34319530367084,42.656538781865905,48.029851825475774,40.772703660370205,49.913686946971474,0.12,False,True,42.805895510027035,47.88049509731464,18.30445844549662,9.14098328660127
