timestamp,forecast,model,empirical_q10,empirical_q50,empirical_q90,lower,upper,interval_level,conformal_lower,conformal_upper,band_lower,band_upper
2011-01-01 00:00:00+00:00,23.929434787183027,ARIMA(auto),23.694661356683582,23.904941385601973,25.053102507034005,23.365582264912394,24.5068940607542,0.8,22.83725922341854,25.021610350947515,23.365582264912394,24.5068940607542
2011-02-01 00:00:00+00:00,25.481886319356136,ARIMA(auto),24.538606623212367,25.199553991834915,27.076628203127513,24.603077078955074,26.39208617315632,0.8,24.24674881513363,26.717023823578643,24.603077078955074,26.39208617315632
2011-03-01 00:00:00+00:00,25.988712020507954,ARIMA(auto),24.646035178439604,25.296506460138524,27.22082430364164,24.902067208968592,27.122774459529268,0.8,24.520889883467124,27.456534157548784,24.902067208968592,27.122774459529268
2011-04-01 00:00:00+00:00,25.225759746261147,ARIMA(auto),24.045807348350742,24.64808018891868,26.250655599749155,24.039246308887346,26.47083633985787,0.8,23.796069247584033,26.65545024493826,24.039246308887346,26.47083633985787
2011-05-01 00:00:00+00:00,24.082968070933532,ARIMA(auto),22.907938153025412,23.949956000139995,25.101049809273217,22.860322937660495,25.371004280526563,0.8,22.68440075447039,25.481535387396676,22.860322937660495,25.371004280526563
2011-06-01 00:00:00+00:00,22.817932275471765,ARIMA(auto),21.580555122915676,22.941187798952356,24.059433037071788,21.599819100646542,24.104740456480556,0.8,21.375039930094932,24.2608246208486,21.599819100646542,24.104740456480556
2011-07-01 00:00:00+00:00,21.776654000555062,ARIMA(auto),21.031690937080235,22.34200023145894,23.380083040080002,20.575441982850197,23.047993810055665,0.8,20.12301109232885,23.430296908781276,20.575441982850197,23.047993810055665
2011-08-01 00:00:00+00:00,20.907768551210737,ARIMA(auto),20.022845543108048,22.016342311839697,22.34286628541867,19.730309750218296,22.15549534320718,0.8,19.140504423295262,22.67503267912621,19.730309750218296,22.15549534320718
2011-09-01 00:00:00+00:00,20.68268296922839,ARIMA(auto),19.87088884754212,21.651013214856107,21.950245479421017,19.503167612004617,21.933533224741737,0.8,18.817340027702464,22.54802591075432,19.503167612004617,21.933533224741737
2011-10-01 00:00:00+00:00,20.976326713473828,ARIMA(auto),19.554831535837334,21.491655858030096,22.26295471875525,19.771502510817726,22.25456978546025,0.8,19.252403239640675,22.70025018730698,19.771502510817726,22.25456978546025
2011-11-01 00:00:00+00:00,21.62576090583202,ARIMA(auto),20.182742161661807,21.542334831530866,22.459251422924325,20.379058374097802,22.948731299118073,0.8,20.05439362313322,23.197128188530822,20.379058374097802,22.948731299118073
2011-12-01 00:00:00+00:00,22.814299947206546,ARIMA(auto),21.70300023911984,22.680356309190106,23.886709342994084,21.496930063746156,24.212400586393553,0.8,21.40306170655397,24.225538187859122,21.496930063746156,24.212400586393553
