timestamp,forecast,q10,q50,q90
2022-01-01 00:00:00+00:00,52.84298324584961,50.425331115722656,52.84298324584961,55.95139694213867
2022-02-01 00:00:00+00:00,56.642154693603516,53.18836212158203,56.642154693603516,59.0598030090332
2022-03-01 00:00:00+00:00,59.57787322998047,56.74576950073242,59.57787322998047,62.06460189819336
2022-04-01 00:00:00+00:00,60.09593963623047,57.678287506103516,60.09593963623047,63.44611740112305
2022-05-01 00:00:00+00:00,59.405181884765625,56.74576950073242,59.405181884765625,62.85897445678711
2022-06-01 00:00:00+00:00,56.642154693603516,54.08634567260742,56.642154693603516,59.64694595336914
2022-07-01 00:00:00+00:00,53.18836212158203,50.18356704711914,53.18836212158203,57.33291244506836
2022-08-01 00:00:00+00:00,49.0438117980957,46.03902053833008,49.0438117980957,54.915252685546875
2022-09-01 00:00:00+00:00,46.62615966796875,43.17237091064453,46.62615966796875,51.15062713623047
2022-10-01 00:00:00+00:00,45.24464797973633,42.23984909057617,45.24464797973633,49.73457336425781
2022-11-01 00:00:00+00:00,46.62615966796875,43.034217834472656,46.62615966796875,50.425331115722656
2022-12-01 00:00:00+00:00,48.69843292236328,45.59002685546875,48.69843292236328,52.152225494384766
