timestamp,actual,frozen,rolling,expanding,adaptive,cusum_before_reset,alarm,rolling_mean,rolling_var,mean_shift_sd,variance_ratio,segment_id
2012-07-01 00:00:00+00:00,43.50812941352323,42.46918586024561,42.821687303879116,42.46918586024561,47.343360240601434,0.0,False,42.821687303879116,47.31764368487606,0.054066443203114135,1.113158251707271,1
2012-08-01 00:00:00+00:00,39.58076336929028,42.46918586024561,43.3292589426312,42.502700168415856,43.50812941352323,0.0,False,43.3292589426312,42.35620026932443,0.1319174525358104,0.9964391750943064,1
2012-09-01 00:00:00+00:00,32.06829876844823,42.46918586024561,43.516162922689546,42.41138964344317,41.54444639140675,1.0952813282527303,False,43.516162922689546,40.10902917798586,0.1605846639891822,0.943573967773742,1
2012-10-01 00:00:00+00:00,31.966956900460666,42.46918586024561,43.31068710850647,42.0979626472312,38.38573051708725,2.2061064066052296,False,43.31068710850647,44.12786275798784,0.12906891664179504,1.0381179351701437,1
2012-11-01 00:00:00+00:00,37.18043427546646,42.46918586024561,42.53395596770857,41.79999188997324,36.7810371129306,2.5172917005614597,False,42.53395596770857,49.34104217273384,0.009934397148304271,1.1607591580045304,1
2012-12-01 00:00:00+00:00,40.11664589320683,42.46918586024561,42.02958733635813,41.668004529558765,36.860916545437775,2.3781227575916835,False,42.02958733635813,49.40225772593952,-0.06742533698286444,1.1621992677157735,1
2013-01-01 00:00:00+00:00,44.89152326537235,42.46918586024561,41.63579301548085,41.624911234104545,37.40353810339928,1.5065862146967577,False,41.63579301548085,47.56021313931676,-0.12782525496321837,1.1188647528936158,1
2013-02-01 00:00:00+00:00,42.63866209634955,42.46918586024561,41.583303603640665,41.713198045760436,38.47325026939543,0.9805920593278001,False,41.583303603640665,47.139538784247144,-0.13587604696783998,1.108968293705031,1
2013-03-01 00:00:00+00:00,53.529725053504414,42.46918586024561,41.45173407457526,41.737552362881196,38.9939267477647,1.1964583404937348,False,41.45173407457526,46.46456257339442,-0.15605609615331473,1.0930893259394199,1
2013-04-01 00:00:00+00:00,54.06543449451515,42.46918586024561,41.95501320298696,42.03991576520487,40.609015448402445,2.4750834482132307,False,41.95501320298696,53.66257735517127,-0.07886346927750987,1.2624242489463071,1
