timestamp,forecast,q10,q50,q90
2011-01-01 00:00:00+00:00,24.01101303100586,23.329851150512695,24.01101303100586,24.69217872619629
2011-02-01 00:00:00+00:00,25.54363250732422,24.572975158691406,25.54363250732422,26.224796295166016
2011-03-01 00:00:00+00:00,26.05450439453125,25.20305061340332,26.05450439453125,26.90595817565918
2011-04-01 00:00:00+00:00,25.799068450927734,24.521888732910156,25.799068450927734,26.90595817565918
2011-05-01 00:00:00+00:00,24.69217872619629,23.329851150512695,24.69217872619629,26.05450439453125
2011-06-01 00:00:00+00:00,23.329851150512695,22.01861000061035,23.329851150512695,24.590003967285156
2011-07-01 00:00:00+00:00,22.052669525146484,21.116069793701172,22.052669525146484,23.449054718017578
2011-08-01 00:00:00+00:00,21.286361694335938,20.264616012573242,21.286361694335938,22.308107376098633
2011-09-01 00:00:00+00:00,20.94577980041504,20.094324111938477,20.94577980041504,21.9675235748291
2011-10-01 00:00:00+00:00,21.116069793701172,20.094324111938477,21.116069793701172,22.427310943603516
2011-11-01 00:00:00+00:00,22.137813568115234,20.70737075805664,22.137813568115234,23.449054718017578
2011-12-01 00:00:00+00:00,23.329851150512695,21.626941680908203,23.329851150512695,24.64109230041504
