timestamp,forecast,model,empirical_q10,empirical_q50,empirical_q90,lower,upper,interval_level,conformal_lower,conformal_upper,band_lower,band_upper
2022-01-01 00:00:00+00:00,54.41138811561141,ETS(auto),52.65977482251057,54.233804980642006,56.23633375719514,51.872361648240634,56.950414582982184,0.8,51.93353305586679,56.88924317535603,51.902947352053715,56.9198288791691
2022-02-01 00:00:00+00:00,58.50511798198791,ETS(auto),56.74757822512678,58.72671154709977,60.505792315615786,55.966091501919465,61.04414446205635,0.8,55.572353969613154,61.43788199436266,55.769222735766306,61.24101322820951
2022-03-01 00:00:00+00:00,61.503816126905754,ETS(auto),57.153165028873765,61.26266422844669,63.15831027762667,58.9647896341371,64.04284261967442,0.8,58.617711170820954,64.38992108299055,58.79125040247902,64.21638185133249
2022-04-01 00:00:00+00:00,63.46316059309896,ETS(auto),60.84277017588928,63.42035054061693,64.2930330603697,60.92413408762756,66.00218709857037,0.8,60.208458479861726,66.71786270633619,60.56629628374464,66.36002490245329
2022-05-01 00:00:00+00:00,61.05359304047704,ETS(auto),58.18847889190961,59.71165443578031,62.07434718170497,58.51456652230034,63.59261955865374,0.8,57.72812180739023,64.37906427356384,58.12134416484528,63.98584191610879
2022-06-01 00:00:00+00:00,58.91990545116868,ETS(auto),55.01920258250464,59.367187710531304,60.62577474945802,56.380878920284154,61.45893198205321,0.8,55.615824873089586,62.223986029247776,55.99835189668687,61.84145900565049
2022-07-01 00:00:00+00:00,54.70792769458987,ETS(auto),52.92943635430975,54.1336495047655,55.88208073382685,52.16890115099497,57.24695423818477,0.8,51.56449463013626,57.85136075904348,51.86669789056562,57.54915749861412
2022-08-01 00:00:00+00:00,50.5185245904116,ETS(auto),47.24502037544155,49.35754206917599,51.69445259721473,47.97949803410379,53.05755114671941,0.8,47.04597962343913,53.99106955738407,47.51273882877146,53.52431035205174
2022-09-01 00:00:00+00:00,47.96131288169502,ETS(auto),43.816643408962605,46.20627836631814,49.37946871230539,45.42228631267176,50.500339450718286,0.8,43.96727887846128,51.955346884928765,44.69478259556652,51.22784316782352
2022-10-01 00:00:00+00:00,47.04737519136674,ETS(auto),43.05770082494744,44.54084517696152,46.6503701321512,44.508348609625486,49.586401773107994,0.8,43.621322672472395,50.473427710261085,44.064835641048944,50.029914741684536
2022-11-01 00:00:00+00:00,48.072487904146286,ETS(auto),46.23312555765331,48.138159469788235,49.16273947791185,45.5334613096845,50.611514498608074,0.8,45.02605263832455,51.11892316996802,45.27975697400453,50.865218834288044
2022-12-01 00:00:00+00:00,50.143673138254016,ETS(auto),47.259947239838226,49.78357106310566,54.23123313294025,47.60464653106915,52.68269974543888,0.8,47.351714400547124,52.93563187596091,47.47818046580814,52.809165810699895
