timestamp,target
2016-01-01,293.0
2016-02-01,315.5
2016-03-01,313.3
2016-04-01,330.8
2016-05-01,327.9
2016-06-01,309.9
2016-07-01,297.5
2016-08-01,290.1
2016-09-01,286.4
2016-10-01,290.9
2016-11-01,281.5
2016-12-01,299.9
2017-01-01,295.7
2017-02-01,322.6
2017-03-01,324.0
2017-04-01,328.5
2017-05-01,324.8
2017-06-01,323.2
2017-07-01,310.9
2017-08-01,307.9
2017-09-01,283.8
2017-10-01,286.0
2017-11-01,286.9
2017-12-01,305.1
2018-01-01,303.6
2018-02-01,334.7
2018-03-01,330.8
2018-04-01,339.6
2018-05-01,326.5
2018-06-01,325.5
2018-07-01,318.1
2018-08-01,302.0
2018-09-01,297.5
2018-10-01,304.3
2018-11-01,306.0
2018-12-01,310.4
2019-01-01,327.9
2019-02-01,318.8
2019-03-01,337.8
2019-04-01,337.6
2019-05-01,344.4
2019-06-01,336.0
2019-07-01,326.8
2019-08-01,308.5
2019-09-01,307.5
2019-10-01,307.9
2019-11-01,312.2
2019-12-01,308.9
2020-01-01,320.6
2020-02-01,335.7
2020-03-01,349.3
2020-04-01,348.6
2020-05-01,350.2
2020-06-01,326.7
2020-07-01,325.6
2020-08-01,320.0
2020-09-01,312.0
2020-10-01,299.0
2020-11-01,317.2
2020-12-01,321.2
2021-01-01,327.7
2021-02-01,346.5
2021-03-01,339.7
2021-04-01,348.9
2021-05-01,353.7
2021-06-01,344.4
2021-07-01,331.9
2021-08-01,322.7
2021-09-01,315.5
2021-10-01,318.8
2021-11-01,316.2
2021-12-01,328.9
2022-01-01,325.6
2022-02-01,352.6
2022-03-01,366.5
2022-04-01,360.0
2022-05-01,354.9
2022-06-01,345.8
2022-07-01,342.5
2022-08-01,326.2
2022-09-01,318.6
2022-10-01,309.9
2022-11-01,324.9
2022-12-01,330.0
2023-01-01,340.8
2023-02-01,352.5
2023-03-01,356.8
2023-04-01,364.4
2023-05-01,355.9
2023-06-01,353.9
2023-07-01,343.6
2023-08-01,327.0
2023-09-01,322.6
2023-10-01,323.5
2023-11-01,326.9
2023-12-01,338.8
2024-01-01,346.0
2024-02-01,358.2
2024-03-01,364.3
2024-04-01,356.5
2024-05-01,366.7
2024-06-01,356.3
2024-07-01,350.2
2024-08-01,337.7
2024-09-01,338.0
2024-10-01,332.3
2024-11-01,339.2
2024-12-01,347.4
2025-01-01,351.2
2025-02-01,368.6
2025-03-01,373.5
2025-04-01,370.2
2025-05-01,312.7
2025-06-01,307.0
2025-07-01,303.3
2025-08-01,285.8
2025-09-01,288.5
2025-10-01,282.3
2025-11-01,271.1
2025-12-01,284.3
